Cluster,Line,name,type,area,floor,el1,el2,case,transfer,lift,old,disable,honor,exDis,total,x좌표,y좌표
1,7,어린이대공원역,상대식,7808,3,1,2,2,NA,NA,428278,1.16176,5968,0.5436454,5980908,37.548014,127.074658
2,7,뚝섬유원지역,상대식,3302,3,1,1,1,NA,NA,410922,0.89424,5016,0.2938546,3438892,37.53154,127.066704
2,7,청담역,복합식,18078,4,0,1,0,NA,NA,750508,1.23462,11921,0.6501547,7375517,37.519365,127.05335
2,7,강남구청역,상대식,7988,3,1,0,0,NA,NA,458635,1.00873,7163,0.4749126,5308634,37.517186,127.04128
2,7,학동역,상대식,6935,3,1,0,0,NA,NA,590882,1.24876,10704,0.6903657,7619415,37.514229,127.031656
2,7,논현역,상대식,9389,3,1,1,1,NA,NA,486518,1.11743,7491,0.6343632,6941893,37.511093,127.021415
1,7,반포역,상대식,10349,3,1,2,2,NA,NA,327910,0.47165,2737,0.1982676,2357751,37.508178,127.011727
2,7,고속터미널역,상대식,9484,3,1,0,0,0,1,783262,1.58096,11101,0.6857364,7798722,37.50481,127.004943
1,7,내방역,상대식,7871,3,1,2,2,NA,NA,642703,1.01015,9730,0.4440572,5184290,37.487618,126.993513
2,7,이수역,상대식,16088,4,1,1,1,NA,NA,770452,1.44407,11291,0.5263396,6178255,37.486263,126.981989
2,7,남성역,상대식,6731,3,1,1,1,NA,NA,698321,1.18549,9461,0.347228,4289150,37.484596,126.971251
2,7,숭실대입구역,상대식,7263,6,1,1,1,NA,NA,578043,1.0696,7219,0.4909742,5594745,37.496029,126.953822
2,7,상도역,상대식,6630,3,1,1,1,NA,NA,600385,1.05476,7169,0.3477754,4183615,37.502834,126.94791
2,7,장승배기역,상대식,7240,3,1,1,1,NA,NA,773921,1.45519,9513,0.3162813,4082253,37.504898,126.93915
2,7,신대방삼거리역,상대식,6945,3,1,1,1,NA,NA,909419,1.76218,12190,0.4840852,5926489,37.499701,126.928276
1,7,보라매역,섬식,6682,2,1,1,1,NA,NA,395948,0.96808,8247,0.2900471,3393227,37.499872,126.920428
1,7,신풍역,상대식,5177,2,1,1,1,NA,NA,648933,1.43108,10592,0.3455901,4247942,37.50008,126.90993
2,7,대림역,상대식,4009,3,1,1,1,0,1,334264,0.84126,3544,0.3556982,3975372,37.49297,126.895801
2,7,가산디지털단지역,상대식,10117,4,1,1,1,NA,NA,611514,2.59401,15545,1.3277256,14148171,37.481072,126.882343
1,7,철산역,상대식,5355,2,1,1,1,NA,NA,928973,2.36729,21475,0.7725703,8891405,37.47605,126.867911
2,7,광명사거리역,상대식,6693,3,0.5,1,0.5,NA,NA,1408335,3.4336,16158,0.8140189,9891884,37.479252,126.854876
1,7,천왕역,상대식,3516,2,1,2,2,NA,NA,415650,1.1291,9605,0.2585121,3113681,37.486637,126.838713
1,7,온수역,복합식,8575,2,1,1,1,NA,NA,307540,0.94281,7222,0.3481858,3883679,37.492258,126.823388
1,7,까치울역,섬식,5089,2,1,1,1,NA,NA,230915,0.67002,4787,0.222302,2520937,37.506207,126.810939
1,7,부천종합운동장역,섬식,7289,2,1,2,2,NA,NA,168540,0.59858,3637,0.1800971,2029369,37.50538,126.797337
1,7,춘의역,섬식,7401,2,1,2,2,NA,NA,226980,1.03117,3403,0.2836342,3166439,37.503663,126.787036
1,7,신중동역,섬식,7272,2,1,3,3,NA,NA,429547,1.3755,7004,0.466692,5234017,37.503048,126.77596
1,7,부천시청역,섬식,4883,2,1,2,2,NA,NA,410597,1.38301,5918,0.4057268,4606166,37.504631,126.763538
1,7,상동역,상대식,7609,2,1,2,2,NA,NA,413240,1.31478,6602,0.4680508,5225226,37.505781,126.753083
1,7,삼산체육관역,상대식,5701,2,1,2,2,NA,NA,219939,0.7059,3359,0.1725214,2015743,37.506411,126.742153
1,7,굴포천역,상대식,5914,2,1,2,2,NA,NA,299087,0.89843,5260,0.293435,3323280,37.506997,126.73128
1,7,부평구청역,상대식,12454,3,2,2,4,NA,NA,263159,0.90963,6303,0.3976729,4330851,37.508336,126.720548
2,7,건대입구역,상대식,3969,2,0,0,0,0,4,488513,1.33122,7502,0.5524168,6145803,37.540693,127.07023
2,7,남구로역,상대식,8299,4,0,0,0,NA,NA,539851,1.54877,8426,0.5140465,5835193,37.486056,126.887249
1,8,암사역,상대식,3475,2,1,1,1,NA,NA,864585,2.03125,12289,0.5549641,6617351,37.55021,127.127562
2,8,천호역,상대식,2259,2,1,0,0,1,0,856960,2.10984,29279,0.5750678,6818622,37.538397,127.123572
2,8,강동구청역,상대식,3957,3,1,1,1,NA,NA,598296,1.29523,8841,0.3142252,3870071,37.530341,127.120508
2,8,몽촌토성역,상대식,6042,3,1,1,1,NA,NA,422281,0.73743,5354,0.2055815,2551839,37.517409,127.112359
2,8,잠실역,상대식,13041,3,1,1,1,1,0,600684,1.4367,10521,0.4333575,5077929,37.51395,127.102234
1,8,석촌역,상대식,5349,2,1,1,1,NA,NA,571688,1.14701,7393,0.2501164,3187553,37.505431,127.106979
1,8,송파역,상대식,3164,2,1,1,1,NA,NA,341866,0.75568,4487,0.1601416,2018850,37.499703,127.112183
1,8,가락시장역,상대식,5111,2,1,2,2,1,0,523206,0.97689,6451,0.2027801,2648696,37.492522,127.118234
1,8,문정역,상대식,3279,2,1,1,1,NA,NA,399719,1.08811,5697,0.4095878,4604408,37.485855,127.1225
1,8,장지역,상대식,4100,2,1,2,2,NA,NA,585989,1.74058,11439,0.5431092,6191139,37.478703,127.126191
2,8,복정역,섬식,4444,2,1,0,0,NA,NA,417628,1.01586,9005,0.3471328,3990542,37.470047,127.126662
2,8,산성역,상대식,4263,3,1,1,1,NA,NA,337061,0.84633,3882,0.189174,2313434,37.457122,127.149908
2,8,남한산성입구역,상대식,3932,3,1,0,0,NA,NA,704978,1.70164,9592,0.4444745,5319887,37.451535,127.159816
2,8,단대오거리역,상대식,6496,3,1,1,1,NA,NA,615751,1.79511,5573,0.3521988,4317250,37.44521,127.156866
2,8,신흥역,상대식,3197,2,1,0,0,NA,NA,409355,1.07219,4119,0.1256459,1773033,37.440918,127.147564
2,8,수진역,상대식,3402,3,1,0,0,NA,NA,415415,1.07873,2810,0.1415092,1938380,37.437428,127.140722
2,8,모란역,상대식,7759,3,1,1,1,NA,NA,505181,1.11855,5311,0.1137857,1754893,37.43213,127.129087
